inventory_id,date,store_id,product_id,current_stock,reorder_level
INV-20260510-S003-P038,2026-05-10,S003,P038,247,32.0
INV-20260510-S003-P039,2026-05-10,S003,P039,335,14.0
INV-20260510-S003-P040,2026-05-10,S003,P040,263,62.0
INV-20260510-S003-P041,2026-05-10,S003,P041,380,45.0
INV-20260510-S003-P042,2026-05-10,S003,P042,341,88.0
INV-20260510-S003-P043,2026-05-10,S003,P043,306,86.0
INV-20260510-S003-P044,2026-05-10,S003,P044,269,40.0
INV-20260510-S003-P045,2026-05-10,S003,P045,137,100.0
INV-20260510-S003-P046,2026-05-10,S003,P046,208,37.0
INV-20260510-S003-P047,2026-05-10,S003,P047,99,59.0
INV-20260510-S003-P048,2026-05-10,S003,P048,195,34.0
INV-20260510-S003-P049,2026-05-10,S003,P049,357,98.0
INV-20260511-S001-P001,2026-05-11,S001,P001,220,57.0
INV-20260511-S001-P002,2026-05-11,S001,P002,64,41.0
INV-20260511-S001-P003,2026-05-11,S001,P003,166,24.0
INV-20260511-S001-P004,2026-05-11,S001,P004,216,20.0
INV-20260511-S001-P005,2026-05-11,S001,P005,366,66.0
INV-20260511-S001-P006,2026-05-11,S001,P006,407,26.0
INV-20260511-S001-P007,2026-05-11,S001,P007,470,97.0
INV-20260511-S001-P008,2026-05-11,S001,P008,341,65.0
INV-20260511-S001-P009,2026-05-11,S001,P009,79,43.0
INV-20260511-S001-P010,2026-05-11,S001,P010,288,66.0
INV-20260511-S001-P011,2026-05-11,S001,P011,355,12.0
INV-20260511-S001-P012,2026-05-11,S001,P012,321,101.0
INV-20260511-S001-P013,2026-05-11,S001,P013,120,56.0
INV-20260511-S001-P014,2026-05-11,S001,P014,339,84.0
INV-20260511-S001-P015,2026-05-11,S001,P015,108,18.0
INV-20260511-S001-P016,2026-05-11,S001,P016,212,56.0
INV-20260511-S001-P017,2026-05-11,S001,P017,203,56.0
INV-20260511-S001-P018,2026-05-11,S001,P018,126,99.0
INV-20260511-S001-P019,2026-05-11,S001,P019,304,64.0
INV-20260511-S001-P020,2026-05-11,S001,P020,296,55.0
INV-20260511-S001-P021,2026-05-11,S001,P021,174,35.0
INV-20260511-S001-P022,2026-05-11,S001,P022,277,41.0
INV-20260511-S001-P023,2026-05-11,S001,P023,178,59.0
INV-20260511-S001-P024,2026-05-11,S001,P024,184,51.0
INV-20260511-S001-P025,2026-05-11,S001,P025,373,12.0
INV-20260511-S001-P026,2026-05-11,S001,P026,404,88.0
INV-20260511-S001-P027,2026-05-11,S001,P027,263,95.0
INV-20260511-S001-P028,2026-05-11,S001,P028,310,23.0
INV-20260511-S001-P029,2026-05-11,S001,P029,170,62.0
INV-20260511-S001-P030,2026-05-11,S001,P030,155,20.0
INV-20260511-S001-P031,2026-05-11,S001,P031,333,74.0
INV-20260511-S001-P032,2026-05-11,S001,P032,376,37.0
INV-20260511-S001-P033,2026-05-11,S001,P033,363,72.0
INV-20260511-S001-P034,2026-05-11,S001,P034,109,79.0
INV-20260511-S001-P035,2026-05-11,S001,P035,361,83.0
INV-20260511-S001-P036,2026-05-11,S001,P036,107,20.0
INV-20260511-S001-P037,2026-05-11,S001,P037,426,97.0
INV-20260511-S001-P038,2026-05-11,S001,P038,345,32.0
INV-20260511-S001-P039,2026-05-11,S001,P039,373,14.0
INV-20260511-S001-P040,2026-05-11,S001,P040,99,62.0
INV-20260511-S001-P041,2026-05-11,S001,P041,298,45.0
INV-20260511-S001-P042,2026-05-11,S001,P042,431,88.0
INV-20260511-S001-P043,2026-05-11,S001,P043,148,86.0
INV-20260511-S001-P044,2026-05-11,S001,P044,256,40.0
INV-20260511-S001-P045,2026-05-11,S001,P045,268,100.0
INV-20260511-S001-P046,2026-05-11,S001,P046,360,37.0
INV-20260511-S001-P047,2026-05-11,S001,P047,290,59.0
INV-20260511-S001-P048,2026-05-11,S001,P048,131,34.0
INV-20260511-S001-P049,2026-05-11,S001,P049,113,98.0
INV-20260511-S001-P050,2026-05-11,S001,P050,170,26.0
INV-20260511-S002-P001,2026-05-11,S002,P001,384,57.0
INV-20260511-S002-P002,2026-05-11,S002,P002,313,41.0
INV-20260511-S002-P003,2026-05-11,S002,P003,167,24.0
INV-20260511-S002-P004,2026-05-11,S002,P004,410,20.0
INV-20260511-S002-P005,2026-05-11,S002,P005,201,66.0
INV-20260511-S002-P006,2026-05-11,S002,P006,231,26.0
INV-20260511-S002-P007,2026-05-11,S002,P007,227,97.0
INV-20260511-S002-P008,2026-05-11,S002,P008,66,65.0
INV-20260511-S002-P009,2026-05-11,S002,P009,368,43.0
INV-20260511-S002-P010,2026-05-11,S002,P010,285,66.0
INV-20260511-S002-P011,2026-05-11,S002,P011,126,12.0
INV-20260511-S002-P012,2026-05-11,S002,P012,483,101.0
INV-20260511-S002-P013,2026-05-11,S002,P013,121,56.0
INV-20260511-S002-P014,2026-05-11,S002,P014,402,84.0
INV-20260511-S002-P015,2026-05-11,S002,P015,75,18.0
INV-20260511-S002-P016,2026-05-11,S002,P016,263,56.0
INV-20260511-S002-P017,2026-05-11,S002,P017,373,56.0
INV-20260511-S002-P018,2026-05-11,S002,P018,443,99.0
INV-20260511-S002-P019,2026-05-11,S002,P019,128,64.0
INV-20260511-S002-P020,2026-05-11,S002,P020,199,55.0
INV-20260511-S002-P021,2026-05-11,S002,P021,360,35.0
INV-20260511-S002-P022,2026-05-11,S002,P022,289,41.0
INV-20260511-S002-P023,2026-05-11,S002,P023,299,59.0
INV-20260511-S002-P024,2026-05-11,S002,P024,243,51.0
INV-20260511-S002-P025,2026-05-11,S002,P025,215,12.0
INV-20260511-S002-P026,2026-05-11,S002,P026,428,88.0
INV-20260511-S002-P027,2026-05-11,S002,P027,298,95.0
INV-20260511-S002-P028,2026-05-11,S002,P028,334,23.0
INV-20260511-S002-P029,2026-05-11,S002,P029,298,62.0
INV-20260511-S002-P030,2026-05-11,S002,P030,307,20.0
INV-20260511-S002-P031,2026-05-11,S002,P031,344,74.0
INV-20260511-S002-P032,2026-05-11,S002,P032,305,37.0
INV-20260511-S002-P033,2026-05-11,S002,P033,295,72.0
INV-20260511-S002-P034,2026-05-11,S002,P034,382,79.0
INV-20260511-S002-P035,2026-05-11,S002,P035,153,83.0
INV-20260511-S002-P036,2026-05-11,S002,P036,106,20.0
INV-20260511-S002-P037,2026-05-11,S002,P037,179,97.0
INV-20260511-S002-P038,2026-05-11,S002,P038,364,32.0
INV-20260511-S002-P039,2026-05-11,S002,P039,93,14.0
INV-20260511-S002-P040,2026-05-11,S002,P040,166,62.0
INV-20260511-S002-P041,2026-05-11,S002,P041,373,45.0
INV-20260511-S002-P042,2026-05-11,S002,P042,129,88.0
INV-20260511-S002-P043,2026-05-11,S002,P043,399,86.0
INV-20260511-S002-P044,2026-05-11,S002,P044,221,40.0
INV-20260511-S002-P045,2026-05-11,S002,P045,174,100.0
INV-20260511-S002-P046,2026-05-11,S002,P046,283,37.0
INV-20260511-S002-P047,2026-05-11,S002,P047,155,59.0
INV-20260511-S002-P048,2026-05-11,S002,P048,384,34.0
INV-20260511-S002-P049,2026-05-11,S002,P049,194,98.0
INV-20260511-S002-P050,2026-05-11,S002,P050,158,26.0
INV-20260511-S003-P001,2026-05-11,S003,P001,378,57.0
INV-20260511-S003-P002,2026-05-11,S003,P002,363,41.0
INV-20260511-S003-P003,2026-05-11,S003,P003,236,24.0
INV-20260511-S003-P004,2026-05-11,S003,P004,75,20.0
INV-20260511-S003-P005,2026-05-11,S003,P005,254,66.0
INV-20260511-S003-P006,2026-05-11,S003,P006,258,26.0
INV-20260511-S003-P007,2026-05-11,S003,P007,474,97.0
INV-20260511-S003-P008,2026-05-11,S003,P008,268,65.0
INV-20260511-S003-P009,2026-05-11,S003,P009,343,43.0
INV-20260511-S003-P010,2026-05-11,S003,P010,73,66.0
INV-20260511-S003-P011,2026-05-11,S003,P011,320,12.0
INV-20260511-S003-P012,2026-05-11,S003,P012,482,101.0
INV-20260511-S003-P013,2026-05-11,S003,P013,306,56.0
INV-20260511-S003-P014,2026-05-11,S003,P014,183,84.0
INV-20260511-S003-P015,2026-05-11,S003,P015,72,18.0
INV-20260511-S003-P016,2026-05-11,S003,P016,371,56.0
INV-20260511-S003-P017,2026-05-11,S003,P017,109,56.0
INV-20260511-S003-P018,2026-05-11,S003,P018,233,99.0
INV-20260511-S003-P019,2026-05-11,S003,P019,110,64.0
INV-20260511-S003-P020,2026-05-11,S003,P020,362,55.0
INV-20260511-S003-P021,2026-05-11,S003,P021,316,35.0
INV-20260511-S003-P022,2026-05-11,S003,P022,331,41.0
INV-20260511-S003-P023,2026-05-11,S003,P023,198,59.0
INV-20260511-S003-P024,2026-05-11,S003,P024,209,51.0
INV-20260511-S003-P025,2026-05-11,S003,P025,287,12.0
INV-20260511-S003-P026,2026-05-11,S003,P026,304,88.0
INV-20260511-S003-P027,2026-05-11,S003,P027,328,95.0
INV-20260511-S003-P028,2026-05-11,S003,P028,77,23.0
INV-20260511-S003-P029,2026-05-11,S003,P029,273,62.0
INV-20260511-S003-P030,2026-05-11,S003,P030,109,20.0
INV-20260511-S003-P031,2026-05-11,S003,P031,127,74.0
INV-20260511-S003-P032,2026-05-11,S003,P032,343,37.0
INV-20260511-S003-P033,2026-05-11,S003,P033,126,72.0
INV-20260511-S003-P034,2026-05-11,S003,P034,312,79.0
INV-20260511-S003-P035,2026-05-11,S003,P035,193,83.0
INV-20260511-S003-P036,2026-05-11,S003,P036,143,20.0
INV-20260511-S003-P037,2026-05-11,S003,P037,132,97.0
INV-20260511-S003-P038,2026-05-11,S003,P038,245,32.0
INV-20260511-S003-P039,2026-05-11,S003,P039,335,14.0
INV-20260511-S003-P040,2026-05-11,S003,P040,257,62.0
INV-20260511-S003-P041,2026-05-11,S003,P041,377,45.0
INV-20260511-S003-P042,2026-05-11,S003,P042,331,88.0
INV-20260511-S003-P043,2026-05-11,S003,P043,293,86.0
INV-20260511-S003-P044,2026-05-11,S003,P044,263,40.0
INV-20260511-S003-P045,2026-05-11,S003,P045,124,100.0
INV-20260511-S003-P046,2026-05-11,S003,P046,205,37.0
INV-20260511-S003-P047,2026-05-11,S003,P047,91,59.0
INV-20260511-S003-P048,2026-05-11,S003,P048,188,34.0
INV-20260511-S003-P049,2026-05-11,S003,P049,341,98.0
INV-20260512-S001-P001,2026-05-12,S001,P001,215,57.0
INV-20260512-S001-P002,2026-05-12,S001,P002,58,41.0
INV-20260512-S001-P003,2026-05-12,S001,P003,158,24.0
INV-20260512-S001-P004,2026-05-12,S001,P004,214,20.0
INV-20260512-S001-P005,2026-05-12,S001,P005,360,66.0
INV-20260512-S001-P006,2026-05-12,S001,P006,402,26.0
INV-20260512-S001-P007,2026-05-12,S001,P007,456,97.0
INV-20260512-S001-P008,2026-05-12,S001,P008,335,65.0
INV-20260512-S001-P009,2026-05-12,S001,P009,78,43.0
INV-20260512-S001-P010,2026-05-12,S001,P010,279,66.0
INV-20260512-S001-P011,2026-05-12,S001,P011,355,12.0
INV-20260512-S001-P012,2026-05-12,S001,P012,309,101.0
INV-20260512-S001-P013,2026-05-12,S001,P013,109,56.0
INV-20260512-S001-P014,2026-05-12,S001,P014,330,84.0
INV-20260512-S001-P015,2026-05-12,S001,P015,105,18.0
INV-20260512-S001-P016,2026-05-12,S001,P016,203,56.0
INV-20260512-S001-P017,2026-05-12,S001,P017,200,56.0
INV-20260512-S001-P018,2026-05-12,S001,P018,114,99.0
INV-20260512-S001-P019,2026-05-12,S001,P019,292,64.0
INV-20260512-S001-P020,2026-05-12,S001,P020,291,55.0
INV-20260512-S001-P021,2026-05-12,S001,P021,172,35.0
INV-20260512-S001-P022,2026-05-12,S001,P022,266,41.0
INV-20260512-S001-P023,2026-05-12,S001,P023,171,59.0
INV-20260512-S001-P024,2026-05-12,S001,P024,175,51.0
INV-20260512-S001-P025,2026-05-12,S001,P025,372,12.0
INV-20260512-S001-P026,2026-05-12,S001,P026,397,88.0
INV-20260512-S001-P027,2026-05-12,S001,P027,254,95.0
INV-20260512-S001-P028,2026-05-12,S001,P028,309,23.0
INV-20260512-S001-P029,2026-05-12,S001,P029,161,62.0
INV-20260512-S001-P030,2026-05-12,S001,P030,154,20.0
INV-20260512-S001-P031,2026-05-12,S001,P031,319,74.0
INV-20260512-S001-P032,2026-05-12,S001,P032,371,37.0
INV-20260512-S001-P033,2026-05-12,S001,P033,355,72.0
INV-20260512-S001-P034,2026-05-12,S001,P034,97,79.0
INV-20260512-S001-P035,2026-05-12,S001,P035,353,83.0
INV-20260512-S001-P036,2026-05-12,S001,P036,102,20.0
INV-20260512-S001-P037,2026-05-12,S001,P037,412,97.0
INV-20260512-S001-P038,2026-05-12,S001,P038,340,32.0
INV-20260512-S001-P039,2026-05-12,S001,P039,370,14.0
INV-20260512-S001-P040,2026-05-12,S001,P040,87,62.0
INV-20260512-S001-P041,2026-05-12,S001,P041,284,45.0
INV-20260512-S001-P042,2026-05-12,S001,P042,417,88.0
INV-20260512-S001-P043,2026-05-12,S001,P043,133,86.0
INV-20260512-S001-P044,2026-05-12,S001,P044,253,40.0
INV-20260512-S001-P045,2026-05-12,S001,P045,252,100.0
INV-20260512-S001-P046,2026-05-12,S001,P046,348,37.0
INV-20260512-S001-P047,2026-05-12,S001,P047,282,59.0
INV-20260512-S001-P048,2026-05-12,S001,P048,128,34.0
INV-20260512-S001-P049,2026-05-12,S001,P049,103,98.0
INV-20260512-S001-P050,2026-05-12,S001,P050,167,26.0
INV-20260512-S002-P001,2026-05-12,S002,P001,371,57.0
INV-20260512-S002-P002,2026-05-12,S002,P002,301,41.0
INV-20260512-S002-P003,2026-05-12,S002,P003,162,24.0
INV-20260512-S002-P004,2026-05-12,S002,P004,410,20.0
INV-20260512-S002-P005,2026-05-12,S002,P005,190,66.0
INV-20260512-S002-P006,2026-05-12,S002,P006,227,26.0
INV-20260512-S002-P007,2026-05-12,S002,P007,227,97.0
INV-20260512-S002-P008,2026-05-12,S002,P008,317,65.0
INV-20260512-S002-P009,2026-05-12,S002,P009,359,43.0
INV-20260512-S002-P010,2026-05-12,S002,P010,266,66.0
INV-20260512-S002-P011,2026-05-12,S002,P011,125,12.0
INV-20260512-S002-P012,2026-05-12,S002,P012,466,101.0
INV-20260512-S002-P013,2026-05-12,S002,P013,117,56.0
INV-20260512-S002-P014,2026-05-12,S002,P014,391,84.0
INV-20260512-S002-P015,2026-05-12,S002,P015,70,18.0
INV-20260512-S002-P016,2026-05-12,S002,P016,250,56.0
INV-20260512-S002-P017,2026-05-12,S002,P017,363,56.0
INV-20260512-S002-P018,2026-05-12,S002,P018,422,99.0
INV-20260512-S002-P019,2026-05-12,S002,P019,119,64.0
INV-20260512-S002-P020,2026-05-12,S002,P020,192,55.0
INV-20260512-S002-P021,2026-05-12,S002,P021,356,35.0
INV-20260512-S002-P022,2026-05-12,S002,P022,282,41.0
INV-20260512-S002-P023,2026-05-12,S002,P023,288,59.0
INV-20260512-S002-P024,2026-05-12,S002,P024,235,51.0
INV-20260512-S002-P025,2026-05-12,S002,P025,213,12.0
INV-20260512-S002-P026,2026-05-12,S002,P026,413,88.0
INV-20260512-S002-P027,2026-05-12,S002,P027,288,95.0
INV-20260512-S002-P028,2026-05-12,S002,P028,331,23.0
INV-20260512-S002-P029,2026-05-12,S002,P029,286,62.0
INV-20260512-S002-P030,2026-05-12,S002,P030,303,20.0
INV-20260512-S002-P031,2026-05-12,S002,P031,327,74.0
INV-20260512-S002-P032,2026-05-12,S002,P032,301,37.0
INV-20260512-S002-P033,2026-05-12,S002,P033,281,72.0
INV-20260512-S002-P034,2026-05-12,S002,P034,365,79.0
INV-20260512-S002-P035,2026-05-12,S002,P035,139,83.0
INV-20260512-S002-P036,2026-05-12,S002,P036,100,20.0
INV-20260512-S002-P037,2026-05-12,S002,P037,160,97.0
INV-20260512-S002-P038,2026-05-12,S002,P038,355,32.0
INV-20260512-S002-P039,2026-05-12,S002,P039,92,14.0
INV-20260512-S002-P040,2026-05-12,S002,P040,151,62.0
INV-20260512-S002-P041,2026-05-12,S002,P041,367,45.0
INV-20260512-S002-P042,2026-05-12,S002,P042,114,88.0
INV-20260512-S002-P043,2026-05-12,S002,P043,381,86.0
INV-20260512-S002-P044,2026-05-12,S002,P044,214,40.0
INV-20260512-S002-P045,2026-05-12,S002,P045,160,100.0
INV-20260512-S002-P046,2026-05-12,S002,P046,271,37.0
INV-20260512-S002-P047,2026-05-12,S002,P047,150,59.0
INV-20260512-S002-P048,2026-05-12,S002,P048,376,34.0
INV-20260512-S002-P049,2026-05-12,S002,P049,180,98.0
INV-20260512-S002-P050,2026-05-12,S002,P050,153,26.0
INV-20260512-S003-P001,2026-05-12,S003,P001,376,57.0
INV-20260512-S003-P002,2026-05-12,S003,P002,361,41.0
INV-20260512-S003-P003,2026-05-12,S003,P003,233,24.0
INV-20260512-S003-P004,2026-05-12,S003,P004,73,20.0
INV-20260512-S003-P005,2026-05-12,S003,P005,248,66.0
INV-20260512-S003-P006,2026-05-12,S003,P006,254,26.0
INV-20260512-S003-P007,2026-05-12,S003,P007,460,97.0
INV-20260512-S003-P008,2026-05-12,S003,P008,259,65.0
INV-20260512-S003-P009,2026-05-12,S003,P009,340,43.0
INV-20260512-S003-P010,2026-05-12,S003,P010,327,66.0
INV-20260512-S003-P011,2026-05-12,S003,P011,319,12.0
INV-20260512-S003-P012,2026-05-12,S003,P012,469,101.0
INV-20260512-S003-P013,2026-05-12,S003,P013,301,56.0
INV-20260512-S003-P014,2026-05-12,S003,P014,173,84.0
INV-20260512-S003-P015,2026-05-12,S003,P015,72,18.0
INV-20260512-S003-P016,2026-05-12,S003,P016,369,56.0
INV-20260512-S003-P017,2026-05-12,S003,P017,101,56.0
INV-20260512-S003-P018,2026-05-12,S003,P018,215,99.0
INV-20260512-S003-P019,2026-05-12,S003,P019,102,64.0
INV-20260512-S003-P020,2026-05-12,S003,P020,355,55.0
INV-20260512-S003-P021,2026-05-12,S003,P021,309,35.0
INV-20260512-S003-P022,2026-05-12,S003,P022,326,41.0
INV-20260512-S003-P023,2026-05-12,S003,P023,189,59.0
INV-20260512-S003-P024,2026-05-12,S003,P024,205,51.0
INV-20260512-S003-P025,2026-05-12,S003,P025,286,12.0
INV-20260512-S003-P026,2026-05-12,S003,P026,294,88.0
INV-20260512-S003-P027,2026-05-12,S003,P027,323,95.0
INV-20260512-S003-P028,2026-05-12,S003,P028,75,23.0
INV-20260512-S003-P029,2026-05-12,S003,P029,264,62.0
INV-20260512-S003-P030,2026-05-12,S003,P030,106,20.0
INV-20260512-S003-P031,2026-05-12,S003,P031,121,74.0
INV-20260512-S003-P032,2026-05-12,S003,P032,340,37.0
INV-20260512-S003-P033,2026-05-12,S003,P033,121,72.0
INV-20260512-S003-P034,2026-05-12,S003,P034,307,79.0
INV-20260512-S003-P035,2026-05-12,S003,P035,183,83.0
INV-20260512-S003-P036,2026-05-12,S003,P036,142,20.0
INV-20260512-S003-P037,2026-05-12,S003,P037,121,97.0
INV-20260512-S003-P038,2026-05-12,S003,P038,241,32.0
INV-20260512-S003-P039,2026-05-12,S003,P039,334,14.0
INV-20260512-S003-P040,2026-05-12,S003,P040,252,62.0
INV-20260512-S003-P041,2026-05-12,S003,P041,373,45.0
INV-20260512-S003-P042,2026-05-12,S003,P042,321,88.0
INV-20260512-S003-P043,2026-05-12,S003,P043,281,86.0
INV-20260512-S003-P044,2026-05-12,S003,P044,256,40.0
INV-20260512-S003-P045,2026-05-12,S003,P045,107,100.0
INV-20260512-S003-P046,2026-05-12,S003,P046,201,37.0
INV-20260512-S003-P047,2026-05-12,S003,P047,82,59.0
INV-20260512-S003-P048,2026-05-12,S003,P048,185,34.0
INV-20260512-S003-P049,2026-05-12,S003,P049,329,98.0
INV-20260513-S001-P001,2026-05-13,S001,P001,205,57.0
INV-20260513-S001-P002,2026-05-13,S001,P002,51,41.0
INV-20260513-S001-P003,2026-05-13,S001,P003,157,24.0
INV-20260513-S001-P004,2026-05-13,S001,P004,211,20.0
INV-20260513-S001-P005,2026-05-13,S001,P005,351,66.0
INV-20260513-S001-P006,2026-05-13,S001,P006,401,26.0
INV-20260513-S001-P007,2026-05-13,S001,P007,447,97.0
INV-20260513-S001-P008,2026-05-13,S001,P008,324,65.0
INV-20260513-S001-P009,2026-05-13,S001,P009,67,43.0
INV-20260513-S001-P010,2026-05-13,S001,P010,263,66.0
INV-20260513-S001-P011,2026-05-13,S001,P011,351,12.0
INV-20260513-S001-P012,2026-05-13,S001,P012,295,101.0
INV-20260513-S001-P013,2026-05-13,S001,P013,104,56.0
INV-20260513-S001-P014,2026-05-13,S001,P014,320,84.0
INV-20260513-S001-P015,2026-05-13,S001,P015,102,18.0
INV-20260513-S001-P016,2026-05-13,S001,P016,201,56.0
INV-20260513-S001-P017,2026-05-13,S001,P017,192,56.0
INV-20260513-S001-P018,2026-05-13,S001,P018,102,99.0
INV-20260513-S001-P019,2026-05-13,S001,P019,275,64.0
INV-20260513-S001-P020,2026-05-13,S001,P020,288,55.0
INV-20260513-S001-P021,2026-05-13,S001,P021,167,35.0
INV-20260513-S001-P022,2026-05-13,S001,P022,263,41.0
INV-20260513-S001-P023,2026-05-13,S001,P023,165,59.0
INV-20260513-S001-P024,2026-05-13,S001,P024,169,51.0
INV-20260513-S001-P025,2026-05-13,S001,P025,372,12.0
INV-20260513-S001-P026,2026-05-13,S001,P026,383,88.0
INV-20260513-S001-P027,2026-05-13,S001,P027,245,95.0
INV-20260513-S001-P028,2026-05-13,S001,P028,307,23.0
INV-20260513-S001-P029,2026-05-13,S001,P029,153,62.0
INV-20260513-S001-P030,2026-05-13,S001,P030,153,20.0
INV-20260513-S001-P031,2026-05-13,S001,P031,307,74.0
INV-20260513-S001-P032,2026-05-13,S001,P032,367,37.0
INV-20260513-S001-P033,2026-05-13,S001,P033,347,72.0
INV-20260513-S001-P034,2026-05-13,S001,P034,86,79.0
INV-20260513-S001-P035,2026-05-13,S001,P035,339,83.0
INV-20260513-S001-P036,2026-05-13,S001,P036,97,20.0
INV-20260513-S001-P037,2026-05-13,S001,P037,395,97.0
INV-20260513-S001-P038,2026-05-13,S001,P038,339,32.0
INV-20260513-S001-P039,2026-05-13,S001,P039,368,14.0
INV-20260513-S001-P040,2026-05-13,S001,P040,80,62.0
INV-20260513-S001-P041,2026-05-13,S001,P041,278,45.0
INV-20260513-S001-P042,2026-05-13,S001,P042,403,88.0
INV-20260513-S001-P043,2026-05-13,S001,P043,123,86.0
INV-20260513-S001-P044,2026-05-13,S001,P044,246,40.0
INV-20260513-S001-P045,2026-05-13,S001,P045,235,100.0
INV-20260513-S001-P046,2026-05-13,S001,P046,340,37.0
INV-20260513-S001-P047,2026-05-13,S001,P047,276,59.0
INV-20260513-S001-P048,2026-05-13,S001,P048,124,34.0
INV-20260513-S001-P049,2026-05-13,S001,P049,485,98.0
INV-20260513-S001-P050,2026-05-13,S001,P050,166,26.0
INV-20260513-S002-P001,2026-05-13,S002,P001,360,57.0
INV-20260513-S002-P002,2026-05-13,S002,P002,290,41.0
INV-20260513-S002-P003,2026-05-13,S002,P003,159,24.0
INV-20260513-S002-P004,2026-05-13,S002,P004,410,20.0
INV-20260513-S002-P005,2026-05-13,S002,P005,184,66.0
INV-20260513-S002-P006,2026-05-13,S002,P006,224,26.0
INV-20260513-S002-P007,2026-05-13,S002,P007,227,97.0
INV-20260513-S002-P008,2026-05-13,S002,P008,309,65.0
INV-20260513-S002-P009,2026-05-13,S002,P009,350,43.0
INV-20260513-S002-P010,2026-05-13,S002,P010,254,66.0
INV-20260513-S002-P011,2026-05-13,S002,P011,124,12.0
INV-20260513-S002-P012,2026-05-13,S002,P012,447,101.0
INV-20260513-S002-P013,2026-05-13,S002,P013,107,56.0
INV-20260513-S002-P014,2026-05-13,S002,P014,379,84.0
INV-20260513-S002-P015,2026-05-13,S002,P015,68,18.0
INV-20260513-S002-P016,2026-05-13,S002,P016,247,56.0
INV-20260513-S002-P017,2026-05-13,S002,P017,355,56.0
INV-20260513-S002-P018,2026-05-13,S002,P018,410,99.0
INV-20260513-S002-P019,2026-05-13,S002,P019,105,64.0
INV-20260513-S002-P020,2026-05-13,S002,P020,185,55.0
INV-20260513-S002-P021,2026-05-13,S002,P021,349,35.0
INV-20260513-S002-P022,2026-05-13,S002,P022,274,41.0
INV-20260513-S002-P023,2026-05-13,S002,P023,278,59.0
INV-20260513-S002-P024,2026-05-13,S002,P024,228,51.0
INV-20260513-S002-P025,2026-05-13,S002,P025,208,12.0
INV-20260513-S002-P026,2026-05-13,S002,P026,394,88.0
INV-20260513-S002-P027,2026-05-13,S002,P027,270,95.0
INV-20260513-S002-P028,2026-05-13,S002,P028,326,23.0
INV-20260513-S002-P029,2026-05-13,S002,P029,277,62.0
INV-20260513-S002-P030,2026-05-13,S002,P030,301,20.0
INV-20260513-S002-P031,2026-05-13,S002,P031,319,74.0
INV-20260513-S002-P032,2026-05-13,S002,P032,296,37.0
INV-20260513-S002-P033,2026-05-13,S002,P033,272,72.0
INV-20260513-S002-P034,2026-05-13,S002,P034,355,79.0
INV-20260513-S002-P035,2026-05-13,S002,P035,129,83.0
INV-20260513-S002-P036,2026-05-13,S002,P036,93,20.0
INV-20260513-S002-P037,2026-05-13,S002,P037,144,97.0
INV-20260513-S002-P038,2026-05-13,S002,P038,351,32.0
INV-20260513-S002-P039,2026-05-13,S002,P039,90,14.0
INV-20260513-S002-P040,2026-05-13,S002,P040,145,62.0
INV-20260513-S002-P041,2026-05-13,S002,P041,361,45.0
INV-20260513-S002-P042,2026-05-13,S002,P042,98,88.0
INV-20260513-S002-P043,2026-05-13,S002,P043,365,86.0
INV-20260513-S002-P044,2026-05-13,S002,P044,206,40.0
INV-20260513-S002-P045,2026-05-13,S002,P045,144,100.0
INV-20260513-S002-P046,2026-05-13,S002,P046,265,37.0
INV-20260513-S002-P047,2026-05-13,S002,P047,137,59.0
INV-20260513-S002-P048,2026-05-13,S002,P048,370,34.0
INV-20260513-S002-P049,2026-05-13,S002,P049,167,98.0
INV-20260513-S002-P050,2026-05-13,S002,P050,146,26.0
INV-20260513-S003-P001,2026-05-13,S003,P001,369,57.0
INV-20260513-S003-P002,2026-05-13,S003,P002,357,41.0
INV-20260513-S003-P003,2026-05-13,S003,P003,230,24.0
INV-20260513-S003-P004,2026-05-13,S003,P004,70,20.0
